"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2993","Working with checkbox & radion buttons in playwright","Microsoft Edge","2026-09-15","passed","2026-09-15","","Chapter04\07_Checkbox_RadioButton_Test.spec.ts","",""
